COUNTY,BLOCKGRP,DEMO,T_POP,V_POP
"Block Group 1, Census Tract 201, Autauga County, Alabama",15000US010010201001,1,545,440
"Block Group 1, Census Tract 201, Autauga County, Alabama",15000US010010201001,2,530,440
"Block Group 1, Census Tract 201, Autauga County, Alabama",15000US010010201001,3,0,0
"Block Group 1, Census Tract 201, Autauga County, Alabama",15000US010010201001,4,0,0
"Block Group 1, Census Tract 201, Autauga County, Alabama",15000US010010201001,5,25,25
"Block Group 1, Census Tract 201, Autauga County, Alabama",15000US010010201001,6,0,0
"Block Group 1, Census Tract 201, Autauga County, Alabama",15000US010010201001,7,505,415
"Block Group 1, Census Tract 201, Autauga County, Alabama",15000US010010201001,8,0,0
"Block Group 1, Census Tract 201, Autauga County, Alabama",15000US010010201001,9,0,0
"Block Group 1, Census Tract 201, Autauga County, Alabama",15000US010010201001,10,0,0
"Block Group 1, Census Tract 201, Autauga County, Alabama",15000US010010201001,11,0,0
"Block Group 1, Census Tract 201, Autauga County, Alabama",15000US010010201001,12,0,0
"Block Group 1, Census Tract 201, Autauga County, Alabama",15000US010010201001,13,15,0
"Block Group 2, Census Tract 201, Autauga County, Alabama",15000US010010201002,1,1245,905
"Block Group 2, Census Tract 201, Autauga County, Alabama",15000US010010201002,2,1245,905
"Block Group 2, Census Tract 201, Autauga County, Alabama",15000US010010201002,3,0,0
"Block Group 2, Census Tract 201, Autauga County, Alabama",15000US010010201002,4,0,0
"Block Group 2, Census Tract 201, Autauga County, Alabama",15000US010010201002,5,270,200
"Block Group 2, Census Tract 201, Autauga County, Alabama",15000US010010201002,6,0,0
"Block Group 2, Census Tract 201, Autauga County, Alabama",15000US010010201002,7,900,650
"Block Group 2, Census Tract 201, Autauga County, Alabama",15000US010010201002,8,55,35
"Block Group 2, Census Tract 201, Autauga County, Alabama",15000US010010201002,9,0,0
"Block Group 2, Census Tract 201, Autauga County, Alabama",15000US010010201002,10,0,0
"Block Group 2, Census Tract 201, Autauga County, Alabama",15000US010010201002,11,0,0
"Block Group 2, Census Tract 201, Autauga County, Alabama",15000US010010201002,12,20,20
"Block Group 2, Census Tract 201, Autauga County, Alabama",15000US010010201002,13,0,0
"Block Group 1, Census Tract 202, Autauga County, Alabama",15000US010010202001,1,1280,870
"Block Group 1, Census Tract 202, Autauga County, Alabama",15000US010010202001,2,1275,860
"Block Group 1, Census Tract 202, Autauga County, Alabama",15000US010010202001,3,0,0
"Block Group 1, Census Tract 202, Autauga County, Alabama",15000US010010202001,4,10,0
"Block Group 1, Census Tract 202, Autauga County, Alabama",15000US010010202001,5,770,555
"Block Group 1, Census Tract 202, Autauga County, Alabama",15000US010010202001,6,0,0
"Block Group 1, Census Tract 202, Autauga County, Alabama",15000US010010202001,7,495,305
"Block Group 1, Census Tract 202, Autauga County, Alabama",15000US010010202001,8,0,0
"Block Group 1, Census Tract 202, Autauga County, Alabama",15000US010010202001,9,0,0
"Block Group 1, Census Tract 202, Autauga County, Alabama",15000US010010202001,10,0,0
"Block Group 1, Census Tract 202, Autauga County, Alabama",15000US010010202001,11,0,0
"Block Group 1, Census Tract 202, Autauga County, Alabama",15000US010010202001,12,0,0
"Block Group 1, Census Tract 202, Autauga County, Alabama",15000US010010202001,13,4,4
"Block Group 2, Census Tract 202, Autauga County, Alabama",15000US010010202002,1,705,540
"Block Group 2, Census Tract 202, Autauga County, Alabama",15000US010010202002,2,705,540
"Block Group 2, Census Tract 202, Autauga County, Alabama",15000US010010202002,3,0,0
"Block Group 2, Census Tract 202, Autauga County, Alabama",15000US010010202002,4,0,0
"Block Group 2, Census Tract 202, Autauga County, Alabama",15000US010010202002,5,425,310
"Block Group 2, Census Tract 202, Autauga County, Alabama",15000US010010202002,6,0,0
"Block Group 2, Census Tract 202, Autauga County, Alabama",15000US010010202002,7,285,230
"Block Group 2, Census Tract 202, Autauga County, Alabama",15000US010010202002,8,0,0
"Block Group 2, Census Tract 202, Autauga County, Alabama",15000US010010202002,9,0,0
"Block Group 2, Census Tract 202, Autauga County, Alabama",15000US010010202002,10,0,0
"Block Group 2, Census Tract 202, Autauga County, Alabama",15000US010010202002,11,0,0
"Block Group 2, Census Tract 202, Autauga County, Alabama",15000US010010202002,12,0,0
"Block Group 2, Census Tract 202, Autauga County, Alabama",15000US010010202002,13,0,0
"Block Group 1, Census Tract 203, Autauga County, Alabama",15000US010010203001,1,2760,1895
"Block Group 1, Census Tract 203, Autauga County, Alabama",15000US010010203001,2,2760,1895
"Block Group 1, Census Tract 203, Autauga County, Alabama",15000US010010203001,3,0,0
"Block Group 1, Census Tract 203, Autauga County, Alabama",15000US010010203001,4,10,10
"Block Group 1, Census Tract 203, Autauga County, Alabama",15000US010010203001,5,340,195
"Block Group 1, Census Tract 203, Autauga County, Alabama",15000US010010203001,6,0,0
"Block Group 1, Census Tract 203, Autauga County, Alabama",15000US010010203001,7,2410,1690
"Block Group 1, Census Tract 203, Autauga County, Alabama",15000US010010203001,8,0,0
"Block Group 1, Census Tract 203, Autauga County, Alabama",15000US010010203001,9,0,0
"Block Group 1, Census Tract 203, Autauga County, Alabama",15000US010010203001,10,0,0
"Block Group 1, Census Tract 203, Autauga County, Alabama",15000US010010203001,11,0,0
"Block Group 1, Census Tract 203, Autauga County, Alabama",15000US010010203001,12,0,0
"Block Group 1, Census Tract 203, Autauga County, Alabama",15000US010010203001,13,0,0
"Block Group 2, Census Tract 203, Autauga County, Alabama",15000US010010203002,1,720,600
"Block Group 2, Census Tract 203, Autauga County, Alabama",15000US010010203002,2,720,600
"Block Group 2, Census Tract 203, Autauga County, Alabama",15000US010010203002,3,0,0
"Block Group 2, Census Tract 203, Autauga County, Alabama",15000US010010203002,4,0,0
"Block Group 2, Census Tract 203, Autauga County, Alabama",15000US010010203002,5,250,185
"Block Group 2, Census Tract 203, Autauga County, Alabama",15000US010010203002,6,0,0
"Block Group 2, Census Tract 203, Autauga County, Alabama",15000US010010203002,7,470,415
"Block Group 2, Census Tract 203, Autauga County, Alabama",15000US010010203002,8,0,0
"Block Group 2, Census Tract 203, Autauga County, Alabama",15000US010010203002,9,0,0
"Block Group 2, Census Tract 203, Autauga County, Alabama",15000US010010203002,10,0,0
"Block Group 2, Census Tract 203, Autauga County, Alabama",15000US010010203002,11,0,0
"Block Group 2, Census Tract 203, Autauga County, Alabama",15000US010010203002,12,0,0
"Block Group 2, Census Tract 203, Autauga County, Alabama",15000US010010203002,13,0,0
"Block Group 1, Census Tract 204, Autauga County, Alabama",15000US010010204001,1,1295,935
"Block Group 1, Census Tract 204, Autauga County, Alabama",15000US010010204001,2,1270,920
"Block Group 1, Census Tract 204, Autauga County, Alabama",15000US010010204001,3,0,0
"Block Group 1, Census Tract 204, Autauga County, Alabama",15000US010010204001,4,0,0
"Block Group 1, Census Tract 204, Autauga County, Alabama",15000US010010204001,5,0,0
"Block Group 1, Census Tract 204, Autauga County, Alabama",15000US010010204001,6,0,0
"Block Group 1, Census Tract 204, Autauga County, Alabama",15000US010010204001,7,1265,920
"Block Group 1, Census Tract 204, Autauga County, Alabama",15000US010010204001,8,0,0
"Block Group 1, Census Tract 204, Autauga County, Alabama",15000US010010204001,9,0,0
"Block Group 1, Census Tract 204, Autauga County, Alabama",15000US010010204001,10,4,0
"Block Group 1, Census Tract 204, Autauga County, Alabama",15000US010010204001,11,0,0
"Block Group 1, Census Tract 204, Autauga County, Alabama",15000US010010204001,12,0,0
"Block Group 1, Census Tract 204, Autauga County, Alabama",15000US010010204001,13,25,10
"Block Group 2, Census Tract 204, Autauga County, Alabama",15000US010010204002,1,2005,1480
"Block Group 2, Census Tract 204, Autauga County, Alabama",15000US010010204002,2,1955,1465
"Block Group 2, Census Tract 204, Autauga County, Alabama",15000US010010204002,3,0,0
"Block Group 2, Census Tract 204, Autauga County, Alabama",15000US010010204002,4,20,10
"Block Group 2, Census Tract 204, Autauga County, Alabama",15000US010010204002,5,110,75
"Block Group 2, Census Tract 204, Autauga County, Alabama",15000US010010204002,6,0,0
"Block Group 2, Census Tract 204, Autauga County, Alabama",15000US010010204002,7,1815,1370
"Block Group 2, Census Tract 204, Autauga County, Alabama",15000US010010204002,8,10,10
"Block Group 2, Census Tract 204, Autauga County, Alabama",15000US010010204002,9,4,4
"Block Group 2, Census Tract 204, Autauga County, Alabama",15000US010010204002,10,0,0
"Block Group 2, Census Tract 204, Autauga County, Alabama",15000US010010204002,11,0,0
"Block Group 2, Census Tract 204, Autauga County, Alabama",15000US010010204002,12,0,0
"Block Group 2, Census Tract 204, Autauga County, Alabama",15000US010010204002,13,50,15
"Block Group 3, Census Tract 204, Autauga County, Alabama",15000US010010204003,1,970,745
"Block Group 3, Census Tract 204, Autauga County, Alabama",15000US010010204003,2,950,745
"Block Group 3, Census Tract 204, Autauga County, Alabama",15000US010010204003,3,4,0
"Block Group 3, Census Tract 204, Autauga County, Alabama",15000US010010204003,4,0,0
"Block Group 3, Census Tract 204, Autauga County, Alabama",15000US010010204003,5,4,4
"Block Group 3, Census Tract 204, Autauga County, Alabama",15000US010010204003,6,0,0
"Block Group 3, Census Tract 204, Autauga County, Alabama",15000US010010204003,7,925,740
"Block Group 3, Census Tract 204, Autauga County, Alabama",15000US010010204003,8,15,4
"Block Group 3, Census Tract 204, Autauga County, Alabama",15000US010010204003,9,0,0
"Block Group 3, Census Tract 204, Autauga County, Alabama",15000US010010204003,10,0,0
"Block Group 3, Census Tract 204, Autauga County, Alabama",15000US010010204003,11,0,0
"Block Group 3, Census Tract 204, Autauga County, Alabama",15000US010010204003,12,0,0
"Block Group 3, Census Tract 204, Autauga County, Alabama",15000US010010204003,13,25,0
"Block Group 4, Census Tract 204, Autauga County, Alabama",15000US010010204004,1,535,450
"Block Group 4, Census Tract 204, Autauga County, Alabama",15000US010010204004,2,520,435
"Block Group 4, Census Tract 204, Autauga County, Alabama",15000US010010204004,3,0,0
"Block Group 4, Census Tract 204, Autauga County, Alabama",15000US010010204004,4,0,0
"Block Group 4, Census Tract 204, Autauga County, Alabama",15000US010010204004,5,0,0
"Block Group 4, Census Tract 204, Autauga County, Alabama",15000US010010204004,6,0,0
"Block Group 4, Census Tract 204, Autauga County, Alabama",15000US010010204004,7,520,435
"Block Group 4, Census Tract 204, Autauga County, Alabama",15000US010010204004,8,0,0
"Block Group 4, Census Tract 204, Autauga County, Alabama",15000US010010204004,9,0,0
"Block Group 4, Census Tract 204, Autauga County, Alabama",15000US010010204004,10,0,0
"Block Group 4, Census Tract 204, Autauga County, Alabama",15000US010010204004,11,0,0
"Block Group 4, Census Tract 204, Autauga County, Alabama",15000US010010204004,12,0,0
"Block Group 4, Census Tract 204, Autauga County, Alabama",15000US010010204004,13,15,15
"Block Group 1, Census Tract 205, Autauga County, Alabama",15000US010010205001,1,1675,1270
"Block Group 1, Census Tract 205, Autauga County, Alabama",15000US010010205001,2,1615,1230
"Block Group 1, Census Tract 205, Autauga County, Alabama",15000US010010205001,3,15,15
"Block Group 1, Census Tract 205, Autauga County, Alabama",15000US010010205001,4,0,0
"Block Group 1, Census Tract 205, Autauga County, Alabama",15000US010010205001,5,10,10
"Block Group 1, Census Tract 205, Autauga County, Alabama",15000US010010205001,6,0,0
"Block Group 1, Census Tract 205, Autauga County, Alabama",15000US010010205001,7,1570,1190
"Block Group 1, Census Tract 205, Autauga County, Alabama",15000US010010205001,8,20,20
"Block Group 1, Census Tract 205, Autauga County, Alabama",15000US010010205001,9,0,0
"Block Group 1, Census Tract 205, Autauga County, Alabama",15000US010010205001,10,0,0
"Block Group 1, Census Tract 205, Autauga County, Alabama",15000US010010205001,11,0,0
"Block Group 1, Census Tract 205, Autauga County, Alabama",15000US010010205001,12,0,0
"Block Group 1, Census Tract 205, Autauga County, Alabama",15000US010010205001,13,65,40
"Block Group 2, Census Tract 205, Autauga County, Alabama",15000US010010205002,1,5745,3825
"Block Group 2, Census Tract 205, Autauga County, Alabama",15000US010010205002,2,5575,3740
"Block Group 2, Census Tract 205, Autauga County, Alabama",15000US010010205002,3,4,4
"Block Group 2, Census Tract 205, Autauga County, Alabama",15000US010010205002,4,70,30
"Block Group 2, Census Tract 205, Autauga County, Alabama",15000US010010205002,5,1145,740
"Block Group 2, Census Tract 205, Autauga County, Alabama",15000US010010205002,6,0,0
"Block Group 2, Census Tract 205, Autauga County, Alabama",15000US010010205002,7,4265,2900
"Block Group 2, Census Tract 205, Autauga County, Alabama",15000US010010205002,8,45,25
"Block Group 2, Census Tract 205, Autauga County, Alabama",15000US010010205002,9,10,10
"Block Group 2, Census Tract 205, Autauga County, Alabama",15000US010010205002,10,20,10
"Block Group 2, Census Tract 205, Autauga County, Alabama",15000US010010205002,11,15,15
"Block Group 2, Census Tract 205, Autauga County, Alabama",15000US010010205002,12,0,0
"Block Group 2, Census Tract 205, Autauga County, Alabama",15000US010010205002,13,170,80
"Block Group 3, Census Tract 205, Autauga County, Alabama",15000US010010205003,1,2160,1585
"Block Group 3, Census Tract 205, Autauga County, Alabama",15000US010010205003,2,2130,1555
"Block Group 3, Census Tract 205, Autauga County, Alabama",15000US010010205003,3,0,0
"Block Group 3, Census Tract 205, Autauga County, Alabama",15000US010010205003,4,10,10
"Block Group 3, Census Tract 205, Autauga County, Alabama",15000US010010205003,5,0,0
"Block Group 3, Census Tract 205, Autauga County, Alabama",15000US010010205003,6,0,0
"Block Group 3, Census Tract 205, Autauga County, Alabama",15000US010010205003,7,2120,1540
"Block Group 3, Census Tract 205, Autauga County, Alabama",15000US010010205003,8,0,0
"Block Group 3, Census Tract 205, Autauga County, Alabama",15000US010010205003,9,0,0
"Block Group 3, Census Tract 205, Autauga County, Alabama",15000US010010205003,10,0,0
"Block Group 3, Census Tract 205, Autauga County, Alabama",15000US010010205003,11,0,0
"Block Group 3, Census Tract 205, Autauga County, Alabama",15000US010010205003,12,0,0
"Block Group 3, Census Tract 205, Autauga County, Alabama",15000US010010205003,13,30,30
"Block Group 1, Census Tract 206, Autauga County, Alabama",15000US010010206001,1,2440,1740
"Block Group 1, Census Tract 206, Autauga County, Alabama",15000US010010206001,2,2310,1645
"Block Group 1, Census Tract 206, Autauga County, Alabama",15000US010010206001,3,25,15
"Block Group 1, Census Tract 206, Autauga County, Alabama",15000US010010206001,4,0,0
"Block Group 1, Census Tract 206, Autauga County, Alabama",15000US010010206001,5,285,150
"Block Group 1, Census Tract 206, Autauga County, Alabama",15000US010010206001,6,0,0
"Block Group 1, Census Tract 206, Autauga County, Alabama",15000US010010206001,7,2000,1480
"Block Group 1, Census Tract 206, Autauga County, Alabama",15000US010010206001,8,0,0
"Block Group 1, Census Tract 206, Autauga County, Alabama",15000US010010206001,9,0,0
"Block Group 1, Census Tract 206, Autauga County, Alabama",15000US010010206001,10,0,0
"Block Group 1, Census Tract 206, Autauga County, Alabama",15000US010010206001,11,0,0
"Block Group 1, Census Tract 206, Autauga County, Alabama",15000US010010206001,12,0,0
"Block Group 1, Census Tract 206, Autauga County, Alabama",15000US010010206001,13,130,95
"Block Group 2, Census Tract 206, Autauga County, Alabama",15000US010010206002,1,960,730
"Block Group 2, Census Tract 206, Autauga County, Alabama",15000US010010206002,2,960,730
"Block Group 2, Census Tract 206, Autauga County, Alabama",15000US010010206002,3,0,0
"Block Group 2, Census Tract 206, Autauga County, Alabama",15000US010010206002,4,0,0
"Block Group 2, Census Tract 206, Autauga County, Alabama",15000US010010206002,5,280,235
"Block Group 2, Census Tract 206, Autauga County, Alabama",15000US010010206002,6,0,0
"Block Group 2, Census Tract 206, Autauga County, Alabama",15000US010010206002,7,680,495
"Block Group 2, Census Tract 206, Autauga County, Alabama",15000US010010206002,8,0,0
"Block Group 2, Census Tract 206, Autauga County, Alabama",15000US010010206002,9,0,0
"Block Group 2, Census Tract 206, Autauga County, Alabama",15000US010010206002,10,0,0
"Block Group 2, Census Tract 206, Autauga County, Alabama",15000US010010206002,11,0,0
"Block Group 2, Census Tract 206, Autauga County, Alabama",15000US010010206002,12,0,0
"Block Group 2, Census Tract 206, Autauga County, Alabama",15000US010010206002,13,0,0
"Block Group 1, Census Tract 207, Autauga County, Alabama",15000US010010207001,1,1485,1040
"Block Group 1, Census Tract 207, Autauga County, Alabama",15000US010010207001,2,1440,1000
"Block Group 1, Census Tract 207, Autauga County, Alabama",15000US010010207001,3,15,10
"Block Group 1, Census Tract 207, Autauga County, Alabama",15000US010010207001,4,0,0
"Block Group 1, Census Tract 207, Autauga County, Alabama",15000US010010207001,5,510,250
"Block Group 1, Census Tract 207, Autauga County, Alabama",15000US010010207001,6,0,0
"Block Group 1, Census Tract 207, Autauga County, Alabama",15000US010010207001,7,915,740
"Block Group 1, Census Tract 207, Autauga County, Alabama",15000US010010207001,8,0,0
"Block Group 1, Census Tract 207, Autauga County, Alabama",15000US010010207001,9,0,0
"Block Group 1, Census Tract 207, Autauga County, Alabama",15000US010010207001,10,0,0
"Block Group 1, Census Tract 207, Autauga County, Alabama",15000US010010207001,11,0,0
"Block Group 1, Census Tract 207, Autauga County, Alabama",15000US010010207001,12,0,0
"Block Group 1, Census Tract 207, Autauga County, Alabama",15000US010010207001,13,40,40
"Block Group 2, Census Tract 207, Autauga County, Alabama",15000US010010207002,1,1180,1025
"Block Group 2, Census Tract 207, Autauga County, Alabama",15000US010010207002,2,1180,1025
"Block Group 2, Census Tract 207, Autauga County, Alabama",15000US010010207002,3,0,0
"Block Group 2, Census Tract 207, Autauga County, Alabama",15000US010010207002,4,0,0
"Block Group 2, Census Tract 207, Autauga County, Alabama",15000US010010207002,5,120,80
"Block Group 2, Census Tract 207, Autauga County, Alabama",15000US010010207002,6,0,0
"Block Group 2, Census Tract 207, Autauga County, Alabama",15000US010010207002,7,1055,945
"Block Group 2, Census Tract 207, Autauga County, Alabama",15000US010010207002,8,0,0
"Block Group 2, Census Tract 207, Autauga County, Alabama",15000US010010207002,9,0,0
"Block Group 2, Census Tract 207, Autauga County, Alabama",15000US010010207002,10,10,0
"Block Group 2, Census Tract 207, Autauga County, Alabama",15000US010010207002,11,0,0
"Block Group 2, Census Tract 207, Autauga County, Alabama",15000US010010207002,12,0,0
"Block Group 2, Census Tract 207, Autauga County, Alabama",15000US010010207002,13,0,0
"Block Group 1, Census Tract 208.01, Autauga County, Alabama",15000US010010208011,1,665,525
"Block Group 1, Census Tract 208.01, Autauga County, Alabama",15000US010010208011,2,650,520
"Block Group 1, Census Tract 208.01, Autauga County, Alabama",15000US010010208011,3,0,0
"Block Group 1, Census Tract 208.01, Autauga County, Alabama",15000US010010208011,4,0,0
"Block Group 1, Census Tract 208.01, Autauga County, Alabama",15000US010010208011,5,55,35
"Block Group 1, Census Tract 208.01, Autauga County, Alabama",15000US010010208011,6,0,0
"Block Group 1, Census Tract 208.01, Autauga County, Alabama",15000US010010208011,7,555,460
"Block Group 1, Census Tract 208.01, Autauga County, Alabama",15000US010010208011,8,0,0
"Block Group 1, Census Tract 208.01, Autauga County, Alabama",15000US010010208011,9,0,0
"Block Group 1, Census Tract 208.01, Autauga County, Alabama",15000US010010208011,10,40,25
"Block Group 1, Census Tract 208.01, Autauga County, Alabama",15000US010010208011,11,0,0
"Block Group 1, Census Tract 208.01, Autauga County, Alabama",15000US010010208011,12,0,0
"Block Group 1, Census Tract 208.01, Autauga County, Alabama",15000US010010208011,13,15,4
"Block Group 2, Census Tract 208.01, Autauga County, Alabama",15000US010010208012,1,2195,1565
"Block Group 2, Census Tract 208.01, Autauga County, Alabama",15000US010010208012,2,2185,1565
"Block Group 2, Census Tract 208.01, Autauga County, Alabama",15000US010010208012,3,35,35
"Block Group 2, Census Tract 208.01, Autauga County, Alabama",15000US010010208012,4,0,0
"Block Group 2, Census Tract 208.01, Autauga County, Alabama",15000US010010208012,5,120,115
"Block Group 2, Census Tract 208.01, Autauga County, Alabama",15000US010010208012,6,0,0
"Block Group 2, Census Tract 208.01, Autauga County, Alabama",15000US010010208012,7,2005,1395
"Block Group 2, Census Tract 208.01, Autauga County, Alabama",15000US010010208012,8,20,20
"Block Group 2, Census Tract 208.01, Autauga County, Alabama",15000US010010208012,9,0,0
"Block Group 2, Census Tract 208.01, Autauga County, Alabama",15000US010010208012,10,0,0
"Block Group 2, Census Tract 208.01, Autauga County, Alabama",15000US010010208012,11,0,0
"Block Group 2, Census Tract 208.01, Autauga County, Alabama",15000US010010208012,12,0,0
"Block Group 2, Census Tract 208.01, Autauga County, Alabama",15000US010010208012,13,10,0
"Block Group 1, Census Tract 208.02, Autauga County, Alabama",15000US010010208021,1,3095,2190
"Block Group 1, Census Tract 208.02, Autauga County, Alabama",15000US010010208021,2,3075,2170
"Block Group 1, Census Tract 208.02, Autauga County, Alabama",15000US010010208021,3,0,0
"Block Group 1, Census Tract 208.02, Autauga County, Alabama",15000US010010208021,4,0,0
"Block Group 1, Census Tract 208.02, Autauga County, Alabama",15000US010010208021,5,745,470
"Block Group 1, Census Tract 208.02, Autauga County, Alabama",15000US010010208021,6,0,0
"Block Group 1, Census Tract 208.02, Autauga County, Alabama",15000US010010208021,7,2270,1665
"Block Group 1, Census Tract 208.02, Autauga County, Alabama",15000US010010208021,8,40,40
"Block Group 1, Census Tract 208.02, Autauga County, Alabama",15000US010010208021,9,0,0
"Block Group 1, Census Tract 208.02, Autauga County, Alabama",15000US010010208021,10,25,0
"Block Group 1, Census Tract 208.02, Autauga County, Alabama",15000US010010208021,11,0,0
"Block Group 1, Census Tract 208.02, Autauga County, Alabama",15000US010010208021,12,0,0
"Block Group 1, Census Tract 208.02, Autauga County, Alabama",15000US010010208021,13,20,20
"Block Group 2, Census Tract 208.02, Autauga County, Alabama",15000US010010208022,1,3680,2515
"Block Group 2, Census Tract 208.02, Autauga County, Alabama",15000US010010208022,2,3640,2475
"Block Group 2, Census Tract 208.02, Autauga County, Alabama",15000US010010208022,3,0,0
"Block Group 2, Census Tract 208.02, Autauga County, Alabama",15000US010010208022,4,45,45
"Block Group 2, Census Tract 208.02, Autauga County, Alabama",15000US010010208022,5,690,290
"Block Group 2, Census Tract 208.02, Autauga County, Alabama",15000US010010208022,6,0,0
"Block Group 2, Census Tract 208.02, Autauga County, Alabama",15000US010010208022,7,2765,2050
"Block Group 2, Census Tract 208.02, Autauga County, Alabama",15000US010010208022,8,25,25
"Block Group 2, Census Tract 208.02, Autauga County, Alabama",15000US010010208022,9,120,70
"Block Group 2, Census Tract 208.02, Autauga County, Alabama",15000US010010208022,10,0,0
"Block Group 2, Census Tract 208.02, Autauga County, Alabama",15000US010010208022,11,0,0
"Block Group 2, Census Tract 208.02, Autauga County, Alabama",15000US010010208022,12,0,0
"Block Group 2, Census Tract 208.02, Autauga County, Alabama",15000US010010208022,13,40,40
"Block Group 3, Census Tract 208.02, Autauga County, Alabama",15000US010010208023,1,1640,1135
"Block Group 3, Census Tract 208.02, Autauga County, Alabama",15000US010010208023,2,1510,1085
"Block Group 3, Census Tract 208.02, Autauga County, Alabama",15000US010010208023,3,10,10
"Block Group 3, Census Tract 208.02, Autauga County, Alabama",15000US010010208023,4,15,15
"Block Group 3, Census Tract 208.02, Autauga County, Alabama",15000US010010208023,5,165,165
"Block Group 3, Census Tract 208.02, Autauga County, Alabama",15000US010010208023,6,0,0
"Block Group 3, Census Tract 208.02, Autauga County, Alabama",15000US010010208023,7,1250,880
"Block Group 3, Census Tract 208.02, Autauga County, Alabama",15000US010010208023,8,10,0
"Block Group 3, Census Tract 208.02, Autauga County, Alabama",15000US010010208023,9,50,15
"Block Group 3, Census Tract 208.02, Autauga County, Alabama",15000US010010208023,10,0,0
"Block Group 3, Census Tract 208.02, Autauga County, Alabama",15000US010010208023,11,0,0
"Block Group 3, Census Tract 208.02, Autauga County, Alabama",15000US010010208023,12,15,0
"Block Group 3, Census Tract 208.02, Autauga County, Alabama",15000US010010208023,13,130,50
"Block Group 4, Census Tract 208.02, Autauga County, Alabama",15000US010010208024,1,1990,1410
"Block Group 4, Census Tract 208.02, Autauga County, Alabama",15000US010010208024,2,1930,1385
"Block Group 4, Census Tract 208.02, Autauga County, Alabama",15000US010010208024,3,15,15
"Block Group 4, Census Tract 208.02, Autauga County, Alabama",15000US010010208024,4,0,0
"Block Group 4, Census Tract 208.02, Autauga County, Alabama",15000US010010208024,5,40,15
"Block Group 4, Census Tract 208.02, Autauga County, Alabama",15000US010010208024,6,0,0
"Block Group 4, Census Tract 208.02, Autauga County, Alabama",15000US010010208024,7,1820,1330
"Block Group 4, Census Tract 208.02, Autauga County, Alabama",15000US010010208024,8,50,30
"Block Group 4, Census Tract 208.02, Autauga County, Alabama",15000US010010208024,9,0,0
"Block Group 4, Census Tract 208.02, Autauga County, Alabama",15000US010010208024,10,0,0
"Block Group 4, Census Tract 208.02, Autauga County, Alabama",15000US010010208024,11,0,0
"Block Group 4, Census Tract 208.02, Autauga County, Alabama",15000US010010208024,12,0,0
"Block Group 4, Census Tract 208.02, Autauga County, Alabama",15000US010010208024,13,60,25
"Block Group 1, Census Tract 209, Autauga County, Alabama",15000US010010209001,1,1420,1070
"Block Group 1, Census Tract 209, Autauga County, Alabama",15000US010010209001,2,1415,1060
"Block Group 1, Census Tract 209, Autauga County, Alabama",15000US010010209001,3,0,0
"Block Group 1, Census Tract 209, Autauga County, Alabama",15000US010010209001,4,0,0
"Block Group 1, Census Tract 209, Autauga County, Alabama",15000US010010209001,5,420,370
"Block Group 1, Census Tract 209, Autauga County, Alabama",15000US010010209001,6,0,0
"Block Group 1, Census Tract 209, Autauga County, Alabama",15000US010010209001,7,990,690
"Block Group 1, Census Tract 209, Autauga County, Alabama",15000US010010209001,8,0,0
"Block Group 1, Census Tract 209, Autauga County, Alabama",15000US010010209001,9,0,0
"Block Group 1, Census Tract 209, Autauga County, Alabama",15000US010010209001,10,0,0
"Block Group 1, Census Tract 209, Autauga County, Alabama",15000US010010209001,11,0,0
"Block Group 1, Census Tract 209, Autauga County, Alabama",15000US010010209001,12,0,0
"Block Group 1, Census Tract 209, Autauga County, Alabama",15000US010010209001,13,10,10
"Block Group 2, Census Tract 209, Autauga County, Alabama",15000US010010209002,1,1610,1150
"Block Group 2, Census Tract 209, Autauga County, Alabama",15000US010010209002,2,1610,1150
"Block Group 2, Census Tract 209, Autauga County, Alabama",15000US010010209002,3,0,0
"Block Group 2, Census Tract 209, Autauga County, Alabama",15000US010010209002,4,30,15
"Block Group 2, Census Tract 209, Autauga County, Alabama",15000US010010209002,5,100,80
"Block Group 2, Census Tract 209, Autauga County, Alabama",15000US010010209002,6,0,0
"Block Group 2, Census Tract 209, Autauga County, Alabama",15000US010010209002,7,1445,1045
"Block Group 2, Census Tract 209, Autauga County, Alabama",15000US010010209002,8,0,0
"Block Group 2, Census Tract 209, Autauga County, Alabama",15000US010010209002,9,35,10
"Block Group 2, Census Tract 209, Autauga County, Alabama",15000US010010209002,10,0,0
"Block Group 2, Census Tract 209, Autauga County, Alabama",15000US010010209002,11,0,0
"Block Group 2, Census Tract 209, Autauga County, Alabama",15000US010010209002,12,0,0
"Block Group 2, Census Tract 209, Autauga County, Alabama",15000US010010209002,13,0,0
"Block Group 3, Census Tract 209, Autauga County, Alabama",15000US010010209003,1,1365,935
"Block Group 3, Census Tract 209, Autauga County, Alabama",15000US010010209003,2,1365,935
"Block Group 3, Census Tract 209, Autauga County, Alabama",15000US010010209003,3,0,0
"Block Group 3, Census Tract 209, Autauga County, Alabama",15000US010010209003,4,0,0
"Block Group 3, Census Tract 209, Autauga County, Alabama",15000US010010209003,5,20,20
"Block Group 3, Census Tract 209, Autauga County, Alabama",15000US010010209003,6,0,0
"Block Group 3, Census Tract 209, Autauga County, Alabama",15000US010010209003,7,1345,915
"Block Group 3, Census Tract 209, Autauga County, Alabama",15000US010010209003,8,0,0
"Block Group 3, Census Tract 209, Autauga County, Alabama",15000US010010209003,9,0,0
